uic,unit,mcn,dscrp,dscrp_2,dscrp_3,dscrp_4,dscrp_5,dscrp_6,int_by
00246,AIMD NAS NORTH ISLAN,P9A2ZY6,Perform 91 Day Inspection on Equipment. Comply with NA 19-600-435-6-2.   Next Inspection Due on 06/02/2025 (25153), , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2ZY7,Perform 91 Day Inspection on MAINT PLATFORM. Comply with NA 19-600-435-6-2.   Next Inspection Due on 06/02/2025 (25153), , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2ZY8,Perform 91 Day Inspection on Equipment. Comply with NA 19-600-435-6-2.   Next Inspection Due on 06/02/2025 (25153), , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2ZY9,Perform 1 Week Inspection on Equipment. Comply with CLEMCO MANUAL.   Next Inspection Due on 03/10/2025 (25069), , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2ZYA,Perform 91 Day Inspection on Equipment. Comply with NA 19-600-434-6-2.   Next Inspection Due on 06/02/2025 (25153), , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2ZYB,Perform 28 Day Inspection on TEST STAND. Comply with AG-140AC-MRC-200.   Next Inspection Due on 03/31/2025 (25090), , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2ZYC,"Perform 7 Day Inspection on Equipment. Comply with X-MODEL SERIES RIM CLAMP, MRC(s) MANUFACTURE PUB.   Next Inspection Due on 03/10/2025 (25069)", , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2ZYD,Perform 7 Day Inspection on Equipment. Comply with ITWGEMA MANUFAC MANUAL.   Next Inspection Due on 03/10/2025 (25069), , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2ZYE,Perform 7 Day Inspection on Equipment. Comply with ITWGEMA MANUFAC MANUAL.   Next Inspection Due on 03/10/2025 (25069), , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2ZYH,Perform 91 Day Inspection on Equipment. Comply with NA 19-600-435-6-2.   Next Inspection Due on 06/02/2025 (25153), , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2ZYL,"Perform 30 Day Inspection on TRUCK,HAND,N. Comply with NA 19-600-193-6-2.   Next Inspection Due on 02/20/2025 (25051)", , , , , ,AZ2 D ROLON
00246,AIMD NAS NORTH ISLAN,P9A2ZZ1,NAN CART HAS LEAK ON SERVICE HOSE REGULATOR THAT REQUIRES TIGHTENING., , , , , ,227AS2 R HERNANDEZ
00246,AIMD NAS NORTH ISLAN,P9A2ZZ7,"REPLACE WORN BUCKLE/STRAP ASSEMBLY AND LANYARD FOR COTTER PIN IAW NA 19-100-3 AND AG-000BO-MRC-010, MRC(s) 12-12.2.", , , , , ,AO2 B WALKER
00246,AIMD NAS NORTH ISLAN,P9A2ZZA,PERFORM 364 DAY INSP ON MRS-III IAW NA 19-1-270. HSC-23 5-7066. [OMA TASK = 030000M (364 DAY INSPECTION) ], , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A2ZZW,"Perform 182 Day Inspection on POWER PLANT,ELECTRIC. Comply with NA 19-600-450-6-2.   Next Inspection Due on 09/03/2025 (25246)", , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A2ZZX,Perform 30 Day Inspection on MSU NAV AIR. Comply with NA 19-600-306-6-2.   Next Inspection Due on 04/04/2025 (25094), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A2ZZY,Perform 28 Day Inspection on Equipment. Comply with 19-600-262-6-2.   Next Inspection Due on 04/01/2025 (25091), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A2ZZZ,Perform 7 Day Inspection on Equipment. Comply with NA 17-1-125.   Next Inspection Due on 03/13/2025 (25072), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A3000,Perform 7 Day Inspection on Equipment. Comply with CLEMCO OWNERS MANUAL.   Next Inspection Due on 03/13/2025 (25072), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A3002,Perform 7 Day Inspection on CLEANING UNIT. Comply with OPNAVINST 4790.D.   Next Inspection Due on 03/11/2025 (25070), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A3004,Perform 28 Day Inspection on TEST STAND. Comply with AG-140AC-MRC-200.   Next Inspection Due on 04/03/2025 (25093), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A3005,Perform 28 Day Inspection on TEST STAND. Comply with AG-140AC-MRC-200.   Next Inspection Due on 04/01/2025 (25091), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A3006,Perform 7 Day Inspection on Equipment. Comply with MODEL SW-25/SW-28.   Next Inspection Due on 03/11/2025 (25070), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A3007,Perform 7 Day Inspection on Equipment. Comply with SW 25/SW 28 OP MANUAL.   Next Inspection Due on 03/13/2025 (25072), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A3008,Perform 7 Day Inspection on Equipment. Comply with SW 25/SW 28 OP MANUAL.   Next Inspection Due on 03/13/2025 (25072), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A3009,Perform 7 Day Inspection on Equipment. Comply with SW 25/SW 28 OP MANUAL.   Next Inspection Due on 03/11/2025 (25070), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A300A,"Perform 91 Day Inspection on TOWBAR,AIRCR. Comply with NA 19-600-175-6-2.   Next Inspection Due on 06/05/2025 (25156)", , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A300B,Perform 7 Day Inspection on Equipment. Comply with ITWGEMA MANUFAC MANUAL.   Next Inspection Due on 03/12/2025 (25071), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A300C,Perform 28 Day Inspection on Equipment. Comply with NA 17-600-766-6-2.   Next Inspection Due on 04/03/2025 (25093), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A300D,Perform 7 Day Inspection on Equipment. Comply with ITWGEMA MANUFAC MANUAL.   Next Inspection Due on 03/12/2025 (25071), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A300E,"Perform 30 Day Inspection on Equipment. Comply with ROTARY 20,000 LB LIFT MAN.   Next Inspection Due on 04/03/2025 (25093)", , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A300M,"Perform 91 Day Inspection on TOWBAR,AIRCR. Comply with NA 19-600-175-6-2.   Next Inspection Due on 06/03/2025 (25154)", , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A300P,Perform 7 Day Inspection on NITROGEN GAS GENERATOR. Comply with NA 19-600-183-6-1.   Next Inspection Due on 03/11/2025 (25070), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A300W,"Perform 182 Day Inspection on ADAPTER, HOI. Comply with AG241AO-MRC-010, MRC(s) 6,6.1.   Next Inspection Due on 09/01/2025 (25244)", , , , , ,AO1 B HAMILTON
00246,AIMD NAS NORTH ISLAN,P9A3010,Perform 182 Day Inspection on DOLLY HLDG MK24-1. Comply with NAVSEA SG-420-DE-MAB-010.   Next Inspection Due on 09/01/2025 (25244), , , , , ,AO1 B HAMILTON
00246,AIMD NAS NORTH ISLAN,P9A3011,Perform 182 Day Inspection on ADAPTER  SOF. Comply with AG-000BO-MRC-010.   Next Inspection Due on 09/01/2025 (25244), , , , , ,AO1 B HAMILTON
00246,AIMD NAS NORTH ISLAN,P9A3019,Perform 91 Day Inspection on ADAPTER MISSLE. Comply with AG000AO-MRC-010.   Next Inspection Due on 06/02/2025 (25153), , , , , ,AO1 B HAMILTON
00246,AIMD NAS NORTH ISLAN,P9A301F,"Perform 182 Day Inspection on ADAPTER, HOI. Comply with AG-241AO-MRC-010.   Next Inspection Due on 09/02/2025 (25245)", , , , , ,AO1 B HAMILTON
00246,AIMD NAS NORTH ISLAN,P9A301P,"Perform 182 Day Inspection on TROLLEY MONORAIL. Comply with NA 19-15BD-6, MRC(s) AG-241AO-MRC-010.   Next Inspection Due on 09/02/2025 (25245)", , , , , ,AO1 B HAMILTON
00246,AIMD NAS NORTH ISLAN,P9A301U,"Perform 182 Day Inspection on ADAPTER, HOI. Comply with AG241AO-MRC-010, MRC(s) 6,6.1.   Next Inspection Due on 09/02/2025 (25245)", , , , , ,AO1 B HAMILTON
00246,AIMD NAS NORTH ISLAN,P9A301X,Perform 182 Day Inspection on ADAPTER. Comply with AG-241AO-MRC-010.   Next Inspection Due on 09/02/2025 (25245), , , , , ,AO1 B HAMILTON
00246,AIMD NAS NORTH ISLAN,P9A3020,Perform 182 Day Inspection on ADAPTER. Comply with AG-241AO-MRC-010.   Next Inspection Due on 09/03/2025 (25246), , , , , ,AO1 B HAMILTON
00246,AIMD NAS NORTH ISLAN,P9A3021,"Perform 182 Day Inspection on TRANSPORTER, MUNITIONS. Comply with 19-600-778-6-2, MRC(s) CARD 1.   Next Inspection Due on 09/03/2025 (25246)", , , , , ,AO1 B HAMILTON
00246,AIMD NAS NORTH ISLAN,P9A3022,"Perform 182 Day Inspection on TRANSPORTER, MUNITIONS. Comply with 19-600-778-6-2, MRC(s) CARD 1.   Next Inspection Due on 09/03/2025 (25246)", , , , , ,AO1 B HAMILTON
00246,AIMD NAS NORTH ISLAN,P9A3023,"Perform 182 Day Inspection on TRANSPORTER, MUNITIONS. Comply with 19-600-778-6-2, MRC(s) CARD 1.   Next Inspection Due on 09/03/2025 (25246)", , , , , ,AO1 B HAMILTON
00246,AIMD NAS NORTH ISLAN,P9A302J,PEFROM MAJOR INSPECTION TYPE B IAW NA -A1-T700A-MRC-200, , , , , ,AZ2 A MARTINEZ
00246,AIMD NAS NORTH ISLAN,P9A3030,NRFI PTM DUE TO BROKEN STUD, , , , , ,AD2 H LOPEZ
00246,AIMD NAS NORTH ISLAN,P9A3036,"***REBASE*** PERFORM 26 WEEK INSPECTION ON NITROGEN CYLINDER SN: P9A303, PN: 1428AS100-1, IAW: 19-600-213-6-2 FROM 05MAR25, TO: 03MAR25, ND: 01SEP25. POC: AZ2 FOGAH, HSM-49, 619-545-0309. MISSING DUST CAP. CYLINDER SERNO: N961608 [OMA TASK = 030000J (26 W", , , , , ,AZ2 KERHOULAS
00246,AIMD NAS NORTH ISLAN,P9A3037,COMBUSTION LINER NRFI DUE TO CRACK WELDING, , , , , ,AD2 S INGUITO
00246,AIMD NAS NORTH ISLAN,P9A3038,GG ASSY NRFI DUE TO DETERIORATION OOL, , , , , ,AD2 S INGUITO
00246,AIMD NAS NORTH ISLAN,P9A3039,PTM NRFI DUE TO LOW POWER, , , , , ,AD2 S INGUITO
00246,AIMD NAS NORTH ISLAN,P9A303A,CSM NRFI DUE TO LOW POWER, , , , , ,AD2 S INGUITO
00246,AIMD NAS NORTH ISLAN,P9A303E,COMPLY WITH 26 WEEK INSPECTION ON [NRU-10/E NITROGEN CYLINDER - 475234] IAW: 19-600-213-6-2. WHEN DUE: 250103 ND: 250601 POC - CIV MARIANO LONGORIA. #5-6818. EMAIL: MARIANOJ.LONGORIA.CTR@US.NAVY.MIL. MISSING DUST CAP. BOTTLE SN: CX N961797. [OMA TASK = 03, , , , , ,AZ2 KERHOULAS
00246,AIMD NAS NORTH ISLAN,P9A303F,PERFORM DEPRESERVATION INSPECTION ON BRU-65 IAW NA 15-01-500., , , , , ,AZ2 A WOODS
00246,AIMD NAS NORTH ISLAN,P9A303G,PERFORM 720 DAY INSP ON SRU-42/P IAW NA 13-1-6.5. [OMA TASK = 030000Q (AIMD) 720 DAY INSPECTION (SRU-42/P) ], , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A303J,PERFORM DEPRESERVATION INSPECTION ON BRU-65 IAW NA 15-01-500., , , , , ,AZ2 A WOODS
00246,AIMD NAS NORTH ISLAN,P9A303K,PERFORM 720 DAY INSP ON SRU-42/P IAW NA 13-1-6.5. [OMA TASK = 084 (AIMD) 720 DAY INSPECTION (SRU-42/P) ], , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A303Y,PERFORM 360 DAY INSPECTION ON BRU-65 IAW NA 11-75A-51. [OMA TASK = 030000M (360 DAY INSPECTION (IMA)) ], , , , , ,AZ2 A WOODS
00246,AIMD NAS NORTH ISLAN,P9A303Z,PERFORM 360 DAY INSPECTION ON BRU-65 IAW NA 11-75A-51. [OMA TASK = 030000M (360 DAY INSPECTION (IMA)) ] [OMA TASK = 030000M (360 DAY INSPECTION (IMA)) ], , , , , ,AZ2 A WOODS
00246,AIMD NAS NORTH ISLAN,P9A3042,"PERFORM 180 DAY INSPECTION ON NVG SERNO 10297 IAW NA 16-35AVS9-3. LIFS, BATTERY MOUNT IN BAG; LOW PROFILE BATTERY PACK MOUNTING BRACKET KIT, FORMED LANYARD LOOP, PILE TAPE ATTACHMENT, HOOK TAPE ATTACHMENT, HOOK ADHESIVE BACKED ATTACHMENT NOT IN BAG. POC P","R1 AQUINO HSC-3, 5-8209", , , , ,AZ2 MCNORTON
00246,AIMD NAS NORTH ISLAN,P9A3046,PERFORM 360 DAY INSPECTION ON BRU-65 IAW NA 11-75A-51. [OMA TASK = 030000M (360 DAY INSPECTION (IMA)) ], , , , , ,AZ2 A WOODS
00246,AIMD NAS NORTH ISLAN,P9A304A,PERFORM 360 DAY INSPECTION ON BRU-65 IAW NA 11-75A-51. [OMA TASK = 030000M (360 DAY INSPECTION (IMA)) ], , , , , ,AZ2 A WOODS
00246,AIMD NAS NORTH ISLAN,P9A304B,COMPLY WITH PLACE IN SERVICE ON A/P22P-14(V)1A RESPIRATOR ASSEMBLY IAW NA 13-1-6.10. POC HSC-6 PRC RIVERA 5-0015, , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A304F,PERFORM 364 DAY INSPECTION ON M299 IAW 11-75A-299. [OMA TASK = 030000M (364 DAY INSPECTION (IMA) ], , , , , ,AZ2 A WOODS
00246,AIMD NAS NORTH ISLAN,P9A304G,COMPLY WITH PLACE IN SERVICE ON A/P22P-14(V)1A RESPIRATOR ASSEMBLY IAW NA 13-1-6.10. POC HSC-6 PRC RIVERA 5-0015, , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A304H,COMPLY WITH PLACE IN SERVICE ON A/P22P-14(V)1A RESPIRATOR ASSEMBLY IAW NA 13-1-6.10. POC HSC-6 PRC RIVERA 5-0015, , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A304J,COMPLY WITH PLACE IN SERVICE ON A/P22P-14(V)1A RESPIRATOR ASSEMBLY IAW NA 13-1-6.10. POC HSC-6 PRC RIVERA 5-0015, , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A304K,COMPLY WITH PLACE IN SERVICE ON A/P22P-14(V)1A RESPIRATOR ASSEMBLY IAW NA 13-1-6.10. POC HSC-6 PRC RIVERA 5-0015, , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A304L,COMPLY WITH PLACE IN SERVICE ON A/P22P-14(V)1A RESPIRATOR ASSEMBLY IAW NA 13-1-6.10. POC HSC-6 PRC RIVERA 5-0015, , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A304M,24 FOOT TOWBAR HAS BENT RIGHT ADAPTER. COMPLY WITH NA 19-1-137., , , , , ,AS2 J MAGLALANG
00246,AIMD NAS NORTH ISLAN,P9A304N,"PERFORM 360 DAY INSPECTION IAW NA 13-1-6.7-2-020. POC PR2 GRAY, HSC-6, 5-0015.", , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A304P,Perform 13 Week Inspection on TRAILER  SMA. Comply with NA19-600-162-6-2.   Next Inspection Due on 06/02/2025 (25153), , , , , ,AZAN S WALLACH
00246,AIMD NAS NORTH ISLAN,P9A304Q,Perform 13 Week Inspection on TRAILER  SMA. Comply with NA19-600-162-6-2.   Next Inspection Due on 06/02/2025 (25153), , , , , ,AZAN S WALLACH
00246,AIMD NAS NORTH ISLAN,P9A304S,COMPLY WITH PLACE IN SERVICE INSPECTION ON ARSD IAW NA 13-1-6.7-2-020. POC HSC-6 PRC RVIERA 5-0015., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A304T,COMPLY WITH 360 DAY INSPECTION ON ARSD IAW NA 13-16.7-2-020. POC HSC-6 PRC RIVERA 5-0015., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A304U,COMPLY WITH 360 DAY INSPECTION ON ARSD IAW NA 13-16.7-2-020. POC HSC-6 PRC RIVERA 5-0015., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A304W,COMPLY WITH 360 DAY INSPECTION ON ARSD IAW NA 13-16.7-2-020. POC HSC-6 PRC RIVERA 5-0015., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A304Z,COMPLY WITH 360 DAY INSPECTION ON ARSD IAW NA 13-16.7-2-020. POC HSC-6 PRC RIVERA 5-0015., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A3051,COMPLY WITH 360 DAY INSPECTION ON ARSD IAW NA 13-16.7-2-020. POC PR1 PICENO., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A3052,"PERFORM 360 DAY INSPECTION ON LPU-32/P IAW NA 13-1-6.1-2. POC PR1 HUANG, HSC-21, 5-6680. INITIATED BY AE1 LARGE", , , , , ,AZ2 AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A3053,"PERFORM PLACE IN SERVICE INSPECTION ON ARSD IAW NA 13-1-6.7-2-020. POC PR1 PICENO, HSM-41 7-7016. [OMA TASK = 030000J (180 DAY INSPECTION (ARSD) ]", , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A3054,"PERFORM 360 DAY INSPECTION ON LPU-32/P IAW NA 13-1-6.1-2. POC PR1 HUANG, HSC-21, 5-6680. INITIATED BY AE1 LARGE [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ]", , , , , ,AZ2 AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A3055,"PERFORM 360 DAY INSPECTION ON LPU-32/P IAW NA 13-1-6.1-2. POC PR1 HUANG, HSC-21, 5-6680. INITIATED BY AE1 LARGE [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ]", , , , , ,AZ2 AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A3056,"COMPLY WITH PLACE IN SERVICE INSPECTION ON ARSD S/N: JX001608 IAW NA 13-1-6.7-2-020 POCPR1 PICENO, HSM-41, 7-7016.", , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A3058,"PERFORM 360 DAY INSPECTION ON LPU-32/P IAW NA 13-1-6.1-2. POC PR1 HUANG, HSC-21, 5-6680. INITIATED BY AE1 LARGE [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ]", , , , , ,AZ2 AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A305A,"PERFORM 360 DAY INSPECTION ON LPU-32/P IAW NA 13-1-6.1-2. POC PR1 HUANG, HSC-21, 5-6680. INITIATED BY AE1 LARGE [OMA TASK = 082 (AIMD) 360 DAY INSPECTION LPU-32/P) ]", , , , , ,AZ2 AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A305B,"PERFORM 720 DAY INSPECTION ON SRU-2 IAW 13-1-6.5. POC HSC-14, PR2 QUALLS, EXT 5-6693. [OMA TASK = 030000Q (AIMD) 720 DAY INSPECTION (SRU-42/P) ]", , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A305C,"PERFORM 720 DAY INSPECTION ON SRU-42 IAW 13-1-6.5. POC HSC-14, PR2 QUALLS, EXT 5-6693.", , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A305D,PERFORM 720 DAY INSPECTION ON SRU-42 IAW 13-1-6.5. POC PR2 GRAY HSC-6 5-0015, , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A305E,FAILED NDI INSPECTION IAW NA-04-10-1. REF TO MCN: P9A303M., , , , , ,AM2 D GUERREROVELA
00246,AIMD NAS NORTH ISLAN,P9A305F,"PERFORM 720 DAY INSPECTION ON SRU-42 IAW 13-1-6.5. POC PR1 AQUINO, HSC-3, 5-8209. [OMA TASK = 084 (AIMD) 720 DAY INSPECTION (SRU-42/P) ]", , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A305G,"PERFORM 90 DAY INSPECTION ON TRISAR IAW NA 13-1-6.1-2. POC PR2 JONES, HSC-6, 5-0015.  INITATED BY PR2 GRAY [OMA TASK = 082 (90 DAY INSPECTION FLOATION VEST (AIMD) ]", , , , , ,AZ2 AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A305K,"PERFORM 360 DAY INSPECTION ON LR-1 BACK PACK IAW NA 13-1-6.1-1. POC PR1 EPIC, HSM-41, 7-7016. INITIATED BY CIV MARTINEZ", , , , , ,AZ2 AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A305L,"PERFORM 360 DAY INSPECTION ON LR-1 BACK PACK IAW NA 13-1-6.1-1. POC PR1 EPIC, HSM-41, 7-7016. INITIATED BY CIV MARTINEZ", , , , , ,AZ2 AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A305M,"PERFORM 360 DAY INSPECTION ON CWU-83/P IAW NA 13-1-6.7-2.POC PR1 DJOSSI, HSC-14, 5-6693. INITIATED BYPR1 DJOSSA [OMA TASK = 083 (AIMD) 360 DAY INSPECTION CWU-83/P) ]", , , , , ,AZ2 AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A305N,"PERFORM 360 DAY INSPECTION ON LPU-34B/P IAW NA 13-1-6.1-2.POC PR1 KILGORE, HSC-3, 5-8209. INITIATED BY AZ3 BRIGGS [OMA TASK = 082 (AIMD) 360 DAY INSPECTION (LPU-34/P) ]", , , , , ,AZ2 AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A305P,C/W AIRCREW SYSTEMS CHANGE (ACC) 0798  NOT LATER THAN 31DEC25.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-34B/P AND LPU-37A/P LPFCS., , , , , ,AZ2 J AGAGAS
00246,AIMD NAS NORTH ISLAN,P9A305S,ESATS CALLS OUT J1 AND J2 DURING FAIL MODE ADVISORY SWITCH TEST., , , , , ,076AE3 R PIERCE
00246,AIMD NAS NORTH ISLAN,P9A305T,CSM NRFI DUE TO LOW POWER., , , , , ,111AD2 L VICOY
00246,AIMD NAS NORTH ISLAN,P9A305W,PTM NRFI DUE TO LOW POWER, , , , , ,111AD2 L VICOY
00246,AIMD NAS NORTH ISLAN,P9A305X,MAKE RFI***R&R NORFOLK  7R H 013734275, , , , , ,N00188
00246,AIMD NAS NORTH ISLAN,P9A3063,PERFORM 360 DAY INSPECTION ON SRU-37/P IAW NA 13-1-6.1-1. POC PR1 PICENO HSM-41 7-7016., , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A3064,INSIDE OF RAST PROBE CENTER HOUSING IS CORRODED., , , , , ,076AE3 R PIERCE
00246,AIMD NAS NORTH ISLAN,P9A3066,PERFROM 56 DAY INSPECTION IN ACCORDANCE WITH REFERENCE 11-95M197-1. [OMA TASK = 030000E (56 DAY INSPECTION (IMA)) ], , , , , ,AZ2 D BASKERVILLE
00246,AIMD NAS NORTH ISLAN,P9A306B,"PERFORM 360 DAY INSPECTION ON LPU-34 IAW NA 13-1-6.1-2. POC PR1 AQUINO HSC-3, 5-8209. [OMA TASK = 082 (AIMD) 360 DAY INSPECTION (LPU-34/P) ]", , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A306D,"PERFORM 360 DAY INSPECTION ON CWU-86 IAW NA 13-1-6.7-2-020. POC PR1 AQUINO HSC-3, 5-8209.", , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A306F,"PERFORM 360 DAY INSPECTION ON CWU-86 IAW NA 13-1-6.7-2-020. POC PR1 AQUINO HSC-3, 5-8209.", , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A306H,"PERFORM 360 DAY INSPECTION ON CWU-83 IAW NA 13-1-6.7-2-020. POC PR1 AQUINO HSC-3, 5-8209.", , , , , ,AZ2 FINN
00246,AIMD NAS NORTH ISLAN,P9A306J,24 FOOT TOWBAR HAS BENT ADAPTER, , , , , ,AS2 J MAGLALANG
00246,AIMD NAS NORTH ISLAN,P9A306K,POWER SUPPLY INOP. MAKE RFI***R&R MAYPORT N4337A***7R H 015336579, , , , , ,N00188
00246,AIMD NAS NORTH ISLAN,P9A306M,C/W AIRCREW SYSTEMS CHANGE (ACC) 0798  NOT LATER THAN 22 FEB 25.  TO PROVIDE INSTRUCTIONS FOR INSTALLATION OF WINGED COMPRESSION FIT COVERS ON LPU-34B/P AND LPU-37A/P LPFCS., , , , , ,AZ2 D FINN
00246,AIMD NAS NORTH ISLAN,P9A306R,FAILED FOR NICKES ANS SCRATCHES, , , , , ,AM2 N NIEDBALSKI
00246,AIMD NAS NORTH ISLAN,P9A3071,PERFORM APU TEST RUN ON SERNO: SP-E112453, , , , , ,AD1 R DAVIS
00246,AIMD NAS NORTH ISLAN,P9A3072,MOBILE ELECTRIC POWER PLANT WILL NOT OUTPUT AC. COMPLY WITH NA 19-45-20., , , , , ,AS2 A GARCIA
00246,AIMD NAS NORTH ISLAN,P9A3076,TIRE DEBEADED FROM RIM COMPLY WITH NA 19-40-523, , , , , ,AS2 E CASTRO
00246,AIMD NAS NORTH ISLAN,P9A307K,"Perform 14 Day Inspection on Equipment. Comply with P9A 17-600-30-6-2, MRC(s) CARDS 3-3.1.   Next Inspection Due on 03/21/2025 (25080)", , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A307L,"Perform 180 Day Inspection on TEXT WEIGHT,. Comply with P9A 19-600-47-6-2.   Next Inspection Due on 09/03/2025 (25246)", , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A307M,"Perform 30 Day Inspection on TRUCK,HAND,N. Comply with NA 19-600-193-6-2.   Next Inspection Due on 04/06/2025 (25096)", , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A307N,Perform 182 Day Inspection on BOOTH  TIRE INFLATIO. Comply with AG-200GT-TIC-MRC-000.   Next Inspection Due on 09/05/2025 (25248), , , , , ,AZ2 S ATKINSON
00246,AIMD NAS NORTH ISLAN,P9A307P,Perform 30 Day Inspection on Equipment. Comply with SWING ARM ENGAGING LIFTS.   Next Inspection Due on 03/31/2025 (25090), , , , , ,AS1 T LINKOUS
00246,AIMD NAS NORTH ISLAN,P9A307X,Perform 364 Day Inspection on MOBILE REFIL. Comply with NA 19-1-270.   Next Inspection Due on 03/03/2026 (26062), , , , , ,AZ1 C ENGRAM
00246,AIMD NAS NORTH ISLAN,P9A307Y,Perform 364 Day Inspection on MOBILE REFIL. Comply with NA 19-1-270.   Next Inspection Due on 03/05/2026 (26064), , , , , ,AZ1 C ENGRAM
